Nombre,Edad,Altura,Posicion,Equipo,Liga,ELO,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Valor_Mercado,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
Antonio Escobar,23.0,174.0,Delanteros,ACATLAN,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-14.0,-0.121
Alan Cuevas,21.0,190.0,Defensas,ACATLAN,Liga Premier Serie A Grupo C,33.0,11,10,0.0,0.0,3.0,12000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.27,0.062
Omar Velazquez,19.0,172.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,26.0,6,4,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-2.33,0.019
J. Maldonado,20.0,,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,26.0,7,3,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-2.0,0.028
J. Rabadán,26.0,168.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,26.0,4,3,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-3.5,-0.005
Carlos Quintero,23.0,174.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,26.0,3,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-4.67,-0.022
Ramón Guzmán,17.0,170.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,26.0,4,2,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-3.5,-0.005
Ricardo Rangel,21.0,170.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,26.0,3,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-4.67,-0.022
J. Dorado,24.0,179.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,32.0,4,1,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.027
J. Coutiño,18.0,174.0,Delanteros,JAGUARES FC,Liga Premier Serie A Grupo C,26.0,2,1,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,5.5,0.063
M. Izaguirre,22.0,174.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,30.0,10,9,0.0,0.0,7.0,23000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.067
José Solís,21.0,181.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,40.0,11,9,0.0,0.0,3.0,91000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.073
E. Nava,22.0,175.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,32.0,3,2,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-0.33,0.017
Luis Calva,17.0,183.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-1.0,-0.002
Diego Rivas,22.0,160.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,33.0,11,6,0.0,0.0,0.0,27000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-0.09,0.073
Obed Valdovinos,17.0,171.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,26.0,2,1,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-0.5,0.009
Roberto Martínez,23.0,170.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,26.0,3,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-0.33,0.017
David Escobar,23.0,174.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,26.0,3,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-0.33,0.017
Uriel Osorio,23.0,177.0,Defensas,MONTAÑESES,Liga Premier Serie A Grupo C,33.0,1,1,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,10.0,0.098
Oscar Castillo,23.0,185.0,Defensas,MONTAÑESES,Liga Premier Serie A Grupo C,35.0,3,2,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,3.33,0.05
Osiel Herrera,24.0,169.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,50.0,13,10,0.0,0.0,0.0,275000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.77,0.094
E. Mendoza,27.0,180.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,39.0,12,12,0.0,0.0,4.0,68000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.83,0.088
César Cortes,24.0,175.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,45.0,13,13,0.0,0.0,3.0,170000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.77,0.094
Salvador Galicia,23.0,164.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,31.0,13,11,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.77,0.094
Emmanuel Cruz,23.0,177.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,30.0,7,5,0.0,0.0,1.0,10000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.43,0.06
César Pantoja,23.0,178.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,34.0,10,0,0.0,0.0,0.0,39000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.076
Miguel Martínez,17.0,159.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,32.0,2,0,0.0,0.0,1.0,34000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,5.0,0.059
Emmanuel Oliva,23.0,167.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,26.0,4,0,0.0,0.0,1.0,2000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.5,0.049
José Hernández,22.0,175.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,26.0,4,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.5,0.049
Abdiel Hernández,18.0,175.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,26.0,6,3,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.67,0.055
I. Arellano,20.0,169.0,Delanteros,MONTAÑESES,Liga Premier Serie A Grupo C,26.0,2,0,0.0,0.0,1.0,3000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,5.0,0.059
Alejandro Alarcón,26.0,176.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,29.0,10,9,0.0,0.0,5.0,3000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-0.1,0.066
O. Radilla,21.0,174.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,30.0,12,4,0.0,0.0,1.0,7000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,-0.08,0.079
J. Ciprián,21.0,171.0,Delanteros,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,26.0,2,1,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,9.0,0.095
Jesús Haro,23.0,172.0,Centrocampistas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,40.0,1,0,0.0,0.0,0.0,48000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,0.125
E. Jaramillo,24.0,181.0,Defensas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,48.0,9,6,0.0,0.0,4.0,258000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.44,0.073
L. Calderon,24.0,182.0,Defensas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,40.0,13,13,0.0,0.0,5.0,50000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.096
Luis Gómez,21.0,171.0,Defensas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,33.0,9,8,0.0,0.0,2.0,25000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.44,0.073
C. López,28.0,173.0,Defensas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,38.0,7,3,0.0,0.0,2.0,78000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.86,0.064
Abel Barrón,23.0,188.0,Defensas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,30.0,8,5,0.0,0.0,1.0,11000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.62,0.068
Edson Martínez,25.0,167.0,Centrocampistas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,50.0,13,12,0.0,0.0,1.0,373000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.096
L. Castillo,27.0,176.0,Centrocampistas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,47.0,7,2,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.86,0.064
A. Gallo,23.0,175.0,Centrocampistas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,32.0,11,9,0.0,0.0,2.0,15000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.18,0.084
Farid Patjane,24.0,175.0,Delanteros,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,44.0,7,3,0.0,0.0,0.0,128000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.86,0.064
José Flores,22.0,175.0,Centrocampistas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,37.0,10,1,0.0,0.0,3.0,28000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1.8,0.083
L. Carmona,16.0,173.0,Delanteros,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,26.0,2,0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6.5,0.072
E. Garcia,24.0,173.0,Defensas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,51.0,9,8,0.0,0.0,1.0,223000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.0,0.078
F. Ponce,26.0,170.0,Defensas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,51.0,13,13,0.0,0.0,5.0,198000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1.38,0.099
E. Hernández,22.0,176.0,Defensas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,36.0,8,8,0.0,0.0,4.0,22000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.25,0.074
Carlos Vazquez,27.0,174.0,Centrocampistas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,43.0,13,13,0.0,0.0,5.0,48000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1.38,0.099
Oswaldo Ríos,23.0,170.0,Centrocampistas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,47.0,8,3,0.0,0.0,0.0,164000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.25,0.074
Maximiliano Palacios,23.0,165.0,Centrocampistas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,43.0,4,2,0.0,0.0,2.0,111000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,4.5,0.068
Juan Medina,22.0,173.0,Centrocampistas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,37.0,5,1,0.0,0.0,1.0,36000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,3.6,0.066
Bernardo Cabrera,24.0,186.0,Delanteros,MONTAÑESES,Liga Premier Serie A Grupo C,26.0,5,1,0.0,0.0,2.0,2000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.0,0.052
Victor Moreno,22.0,180.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,44.0,3,2,0.0,0.0,0.0,136000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.67,0.035
Alejandro Amador,24.0,180.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,34.0,2,1,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,2.5,0.036
Luis Aquino,24.0,182.0,Delanteros,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,44.0,11,6,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.27,0.076
José González,23.0,180.0,Defensas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,46.0,12,11,0.0,0.0,2.0,258000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.25,0.082
Jorge Reynoso,23.0,183.0,Defensas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,44.0,11,6,0.0,0.0,2.0,139000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.27,0.076
J. Guillén,24.0,176.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,44.0,11,4,0.0,0.0,2.0,190000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.27,0.076
Horacio García,23.0,178.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,42.0,13,12,0.0,0.0,3.0,163000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.23,0.089
Emiliano García,27.0,170.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,43.0,12,2,0.0,0.0,1.0,128000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.25,0.082
Brayam Blancas,24.0,175.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,39.0,10,6,0.0,0.0,0.0,61000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.3,0.069
Kevin Esquivel,23.0,173.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,39.0,10,4,0.0,0.0,1.0,106000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.3,0.069
Diego Ramírez,20.0,172.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,37.0,1,0,0.0,0.0,0.0,63000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,3.0,0.034
Juan Calderón,18.0,168.0,Delanteros,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,26.0,6,1,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.5,0.045
N. González,27.0,179.0,Defensas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,55.0,13,13,0.0,0.0,5.0,332000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.23,0.089
Jared Castillo,22.0,170.0,Delanteros,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,3.0,0.034
J. Navarro,22.0,168.0,Defensas,TAPACHULA FC,Liga Premier Serie A Grupo C,33.0,12,12,0.0,0.0,5.0,24000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.08
R. Hernández,24.0,164.0,Defensas,TAPACHULA FC,Liga Premier Serie A Grupo C,32.0,13,11,0.0,0.0,6.0,3000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.087
N. De León,20.0,175.0,Defensas,TAPACHULA FC,Liga Premier Serie A Grupo C,31.0,14,14,0.0,0.0,3.0,4000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.093
A. Espinosa,23.0,180.0,Defensas,TAPACHULA FC,Liga Premier Serie A Grupo C,29.0,14,13,0.0,0.0,1.0,2000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.093
L. Silias,23.0,177.0,Defensas,TAPACHULA FC,Liga Premier Serie A Grupo C,32.0,11,8,0.0,0.0,1.0,3000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.073
O. Mora,24.0,180.0,Defensas,TAPACHULA FC,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.007
Alan Vazquez,19.0,172.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,35.0,14,14,0.0,0.0,2.0,38000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.093
O. De La Cruz,27.0,172.0,Defensas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,55.0,13,12,0.0,0.0,0.0,467000.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.23,0.089
D. Hernández,27.0,185.0,Defensas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,55.0,11,11,0.0,0.0,2.0,329000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.18,0.084
Emmanuel Patiño,21.0,170.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,31.0,4,3,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.25,0.038
B. Silva,26.0,185.0,Delanteros,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,44.0,11,3,0.0,0.0,1.0,53000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.45,0.077
Luis Alvarado,21.0,178.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,31.0,11,2,0.0,0.0,1.0,5000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.45,0.077
E. Olvera,20.0,165.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,26.0,1,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5.0,0.052
Irving Romero,20.0,163.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5.0,0.052
Juan Gabian,19.0,176.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,26.0,1,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5.0,0.052
Brayan Flores,23.0,159.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,32.0,13,13,0.0,0.0,5.0,5000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.38,0.09
E. Cortés,22.0,168.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,29.0,10,7,0.0,0.0,3.0,6000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.5,0.071
Adrian Aizalla,18.0,165.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,26.0,3,2,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.67,0.035
Eduardo Mayen,22.0,178.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,26.0,3,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.67,0.035
J. Vázquez,23.0,174.0,Delanteros,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,29.0,13,9,0.0,0.0,4.0,2000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.38,0.09
Jason Pérez,24.0,175.0,Delanteros,JAGUARES FC,Liga Premier Serie A Grupo C,30.0,4,0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,2.75,0.052
Melchor López,24.0,180.0,Defensas,JAGUARES FC,Liga Premier Serie A Grupo C,50.0,14,12,0.0,0.0,1.0,362000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.79,0.101
F. López,23.0,,Defensas,JAGUARES FC,Liga Premier Serie A Grupo C,33.0,12,9,0.0,0.0,5.0,22000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.92,0.088
Luis Sánchez,22.0,172.0,Defensas,JAGUARES FC,Liga Premier Serie A Grupo C,29.0,13,13,0.0,0.0,3.0,26000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.85,0.094
Omar Reynoso,23.0,173.0,Defensas,JAGUARES FC,Liga Premier Serie A Grupo C,39.0,11,3,0.0,0.0,1.0,62000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.0,0.082
E. Quezada,23.0,168.0,Centrocampistas,JAGUARES FC,Liga Premier Serie A Grupo C,47.0,7,3,0.0,0.0,0.0,239000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.57,0.061
Ricardo López,22.0,185.0,Centrocampistas,JAGUARES FC,Liga Premier Serie A Grupo C,44.0,5,1,0.0,0.0,0.0,196000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,2.2,0.053
Á. Torres,18.0,174.0,Centrocampistas,JAGUARES FC,Liga Premier Serie A Grupo C,28.0,4,1,0.0,0.0,2.0,12000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,2.75,0.052
Jose Melendez,23.0,184.0,Delanteros,JAGUARES FC,Liga Premier Serie A Grupo C,37.0,3,2,0.0,0.0,0.0,47000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.67,0.053
Jesus Vargas,24.0,180.0,Delanteros,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,6,4,0.0,0.0,4.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-5.5,-0.01
